full_text,sentimen,cleaned_text,cleanedNormalized_text,tokenisasiSastrawi,tokens_no_stopwords,tokens_stemmed,final_preprocessed_text
Cowok ini kayaknya kalo dinikahin bakalan KDRT ke istri.. serem..,negatif,cowok ini kayaknya kalo dinikahin bakalan kdrt ke istri serem,cowok ini kayaknya kalau dinikahin bakalan kdrt ke istri seram,"['cowok', 'ini', 'kayaknya', 'kalau', 'dinikahin', 'bakalan', 'kdrt', 'ke', 'istri', 'seram']","['cowok', 'kayaknya', 'kalau', 'dinikahin', 'bakalan', 'kdrt', 'istri', 'seram']","['cowok', 'kayak', 'dinikahin', 'bakal', 'kdrt', 'istri', 'seram']",cowok kayak dinikahin bakal kdrt istri seram
dipikir cewe2 yg selektif tu ga pernah dapet kasus after marriage terkena kdrt di abuse diselingkuhin ga dinafkahin or di treat dgn baik apayaa? banyak bgt kasus yg cowonya pas pacaran ngasi princess treatment baik bgt kya malaikat eh tau2 dah nikah dajjalnya keluar,negatif,dipikir cewe yg selektif tu ga pernah dapet kasus after marriage terkena kdrt di abuse diselingkuhin ga dinafkahin or di treat dgn baik apayaa banyak bgt kasus yg cowonya pas pacaran ngasi princess treatment baik bgt kya malaikat eh tau dah nikah dajjalnya keluar,dipikir cewek yang selektif tu tidak pernah dapat kasus after marriage terkena kdrt di abuse diselingkuhin tidak dinafkahin or di treat dengan baik apayaa banyak sangat kasus yang cowonya pas pacaran ngasi princess treatment baik sangat kya malaikat eh tahu sudah nikah dajjalnya keluar,"['dipikir', 'cewek', 'yang', 'selektif', 'tu', 'tidak', 'pernah', 'dapat', 'kasus', 'after', 'marriage', 'terkena', 'kdrt', 'di', 'abuse', 'diselingkuhin', 'tidak', 'dinafkahin', 'or', 'di', 'treat', 'dengan', 'baik', 'apayaa', 'banyak', 'sangat', 'kasus', 'yang', 'cowonya', 'pas', 'pacaran', 'ngasi', 'princess', 'treatment', 'baik', 'sangat', 'kya', 'malaikat', 'eh', 'tahu', 'sudah', 'nikah', 'dajjalnya', 'keluar']","['dipikir', 'cewek', 'selektif', 'tu', 'tidak', 'pernah', 'kasus', 'after', 'marriage', 'terkena', 'kdrt', 'abuse', 'diselingkuhin', 'tidak', 'dinafkahin', 'or', 'treat', 'baik', 'apayaa', 'banyak', 'sangat', 'kasus', 'cowonya', 'pas', 'pacaran', 'ngasi', 'princess', 'treatment', 'baik', 'sangat', 'kya', 'malaikat', 'eh', 'tahu', 'nikah', 'dajjalnya', 'keluar']","['pikir', 'cewek', 'selektif', 'tu', 'tidak', 'pernah', 'kasus', 'after', 'marriage', 'kena', 'kdrt', 'abuse', 'diselingkuhin', 'tidak', 'dinafkahin', 'or', 'treat', 'baik', 'apayaa', 'banyak', 'sangat', 'kasus', 'cowonya', 'pacar', 'ngasi', 'princess', 'treatment', 'baik', 'sangat', 'kya', 'malaikat', 'eh', 'tahu', 'nikah', 'dajjalnya', 'keluar']",pikir cewek selektif tu tidak pernah kasus after marriage kena kdrt abuse diselingkuhin tidak dinafkahin or treat baik apayaa banyak sangat kasus cowonya pacar ngasi princess treatment baik sangat kya malaikat eh tahu nikah dajjalnya keluar
Di antara semua berita informasi thread tentang KDRT perselingkuhan penghianatan dan lain lain ini thread bikin adem bacanya.,positif,di antara semua berita informasi thread tentang kdrt perselingkuhan penghianatan dan lain lain ini thread bikin adem bacanya,di antara semua berita informasi thread tentang kdrt perselingkuhan penghianatan dan lain lain ini thread bikin adem bacanya,"['di', 'antara', 'semua', 'berita', 'informasi', 'thread', 'tentang', 'kdrt', 'perselingkuhan', 'penghianatan', 'dan', 'lain', 'lain', 'ini', 'thread', 'bikin', 'adem', 'bacanya']","['semua', 'berita', 'informasi', 'thread', 'kdrt', 'perselingkuhan', 'penghianatan', 'thread', 'bikin', 'adem', 'bacanya']","['semua', 'berita', 'informasi', 'thread', 'kdrt', 'selingkuh', 'penghianatan', 'thread', 'bikin', 'adem', 'baca']",semua berita informasi thread kdrt selingkuh penghianatan thread bikin adem baca
 @Carbaroxabane @becaksarkas Yep. Wanita dan pria baik mesti saling melindungi. Sama2 saling jaga. Bukannya malah saling berantem.,positif,yep wanita dan pria baik mesti saling melindungi sama saling jaga bukannya malah saling berantem,yep wanita dan pria baik mesti saling melindungi sama saling jaga bukannya saling berantem,"['yep', 'wanita', 'dan', 'pria', 'baik', 'mesti', 'saling', 'melindungi', 'sama', 'saling', 'jaga', 'bukannya', 'saling', 'berantem']","['yep', 'wanita', 'pria', 'baik', 'mesti', 'saling', 'melindungi', 'sama', 'saling', 'jaga', 'bukannya', 'saling', 'berantem']","['yep', 'wanita', 'pria', 'baik', 'mesti', 'saling', 'lindung', 'sama', 'saling', 'jaga', 'bukan', 'saling', 'antem']",yep wanita pria baik mesti saling lindung sama saling jaga bukan saling antem
 Dikira PIHAK BERWAJIB SELAMA INI BISA KERJA? LAPORAN ANCAMAN PEMBUNUHAN AJA DIABAIKAN APALAGI DIINTIP. KDRT JUGA DIABAIKAN KRN BELUM MATI.,negatif,dikira pihak berwajib selama ini bisa kerja laporan ancaman pembunuhan aja diabaikan apalagi diintip kdrt juga diabaikan krn belum mati,dikira pihak berwajib selama ini bisa kerja laporan ancaman pembunuhan saja diabaikan apalagi diintip kdrt juga diabaikan karena belum mati,"['dikira', 'pihak', 'berwajib', 'selama', 'ini', 'bisa', 'kerja', 'laporan', 'ancaman', 'pembunuhan', 'saja', 'diabaikan', 'apalagi', 'diintip', 'kdrt', 'juga', 'diabaikan', 'karena', 'belum', 'mati']","['dikira', 'pihak', 'berwajib', 'selama', 'kerja', 'laporan', 'ancaman', 'pembunuhan', 'diabaikan', 'diintip', 'kdrt', 'diabaikan', 'mati']","['kira', 'pihak', 'wajib', 'lama', 'kerja', 'lapor', 'ancam', 'bunuh', 'abai', 'intip', 'kdrt', 'abai', 'mati']",kira pihak wajib lama kerja lapor ancam bunuh abai intip kdrt abai mati
Cerita sahabat minggu lalu ttg ia dan suami dan gue masih nyari² tp teteup ga nemuin rasionalisasi KDRT terutama suami ke istri kenapa? Kenapa harus memukuli istri?,negatif,cerita sahabat minggu lalu ttg ia dan suami dan gue masih nyari tp teteup ga nemuin rasionalisasi kdrt terutama suami ke istri kenapa kenapa harus memukuli istri,cerita sahabat minggu lalu tentang ia dan suami dan saya masih nyari tetapi tetap tidak nemuin rasionalisasi kdrt terutama suami ke istri mengapa mengapa harus memukuli istri,"['cerita', 'sahabat', 'minggu', 'lalu', 'tentang', 'ia', 'dan', 'suami', 'dan', 'saya', 'masih', 'nyari', 'tetapi', 'tetap', 'tidak', 'nemuin', 'rasionalisasi', 'kdrt', 'terutama', 'suami', 'ke', 'istri', 'mengapa', 'mengapa', 'harus', 'memukuli', 'istri']","['cerita', 'sahabat', 'minggu', 'lalu', 'suami', 'nyari', 'tetap', 'tidak', 'nemuin', 'rasionalisasi', 'kdrt', 'terutama', 'suami', 'istri', 'memukuli', 'istri']","['cerita', 'sahabat', 'minggu', 'lalu', 'suami', 'nyari', 'tetap', 'tidak', 'nemuin', 'rasionalisasi', 'kdrt', 'utama', 'suami', 'istri', 'pukul', 'istri']",cerita sahabat minggu lalu suami nyari tetap tidak nemuin rasionalisasi kdrt utama suami istri pukul istri
 Boleh kak tp jgn abusive jg ya pokoknya no cheating no kdrt oke,positif,boleh kak tp jgn abusive jg ya pokoknya no cheating no kdrt oke,boleh kak tetapi jangan abusive juga ya pokoknya tidak cheating tidak kdrt oke,"['boleh', 'kak', 'tetapi', 'jangan', 'abusive', 'juga', 'ya', 'pokoknya', 'tidak', 'cheating', 'tidak', 'kdrt', 'oke']","['kak', 'jangan', 'abusive', 'pokoknya', 'tidak', 'cheating', 'tidak', 'kdrt', 'oke']","['jangan', 'abusive', 'pokok', 'tidak', 'cheating', 'tidak', 'kdrt', 'oke']",jangan abusive pokok tidak cheating tidak kdrt oke
lagi lagi perempuan yang harus belajar untuk meminimalisir kdrt sama aja kek nyuruh cewe belajar dress properly biar ga di catcalling. In the end does it change though?,negatif,lagi lagi perempuan yang harus belajar untuk meminimalisir kdrt sama aja kek nyuruh cewe belajar dress properly biar ga di catcalling in the end does it change though,lagi lagi perempuan yang harus belajar untuk meminimalisir kdrt sama saja seperti nyuruh cewek belajar dress properly agar tidak di catcalling in the end does it change though,"['lagi', 'lagi', 'perempuan', 'yang', 'harus', 'belajar', 'untuk', 'meminimalisir', 'kdrt', 'sama', 'saja', 'seperti', 'nyuruh', 'cewek', 'belajar', 'dress', 'properly', 'agar', 'tidak', 'di', 'catcalling', 'in', 'the', 'end', 'does', 'it', 'change', 'though']","['perempuan', 'belajar', 'meminimalisir', 'kdrt', 'sama', 'nyuruh', 'cewek', 'belajar', 'dress', 'properly', 'tidak', 'catcalling', 'in', 'the', 'end', 'does', 'it', 'change', 'though']","['perempuan', 'ajar', 'meminimalisir', 'kdrt', 'sama', 'nyuruh', 'cewek', 'ajar', 'dress', 'properly', 'tidak', 'catcalling', 'in', 'the', 'end', 'does', 'it', 'change', 'though']",perempuan ajar meminimalisir kdrt sama nyuruh cewek ajar dress properly tidak catcalling in the end does it change though
@HeinenKi @leejuyqeon carilah klo lu laki ya pantesan krn kebanyakan kaumlu pelaku pelecehan/kdrt bukan korban jd pd tutup mata,negatif,carilah klo lu laki ya pantesan krn kebanyakan kaumlu pelaku pelecehankdrt bukan korban jd pd tutup mata,carilah kalau kamu laki ya pantas karena kebanyakan kaumlu pelaku pelecehankdrt bukan korban jadi kepada tutup mata,"['carilah', 'kalau', 'kamu', 'laki', 'ya', 'pantas', 'karena', 'kebanyakan', 'kaumlu', 'pelaku', 'pelecehankdrt', 'bukan', 'korban', 'jadi', 'kepada', 'tutup', 'mata']","['carilah', 'kalau', 'kamu', 'laki', 'pantas', 'kebanyakan', 'kaumlu', 'pelaku', 'pelecehankdrt', 'bukan', 'korban', 'jadi', 'tutup', 'mata']","['cari', 'laki', 'pantas', 'banyak', 'kaumlu', 'laku', 'pelecehankdrt', 'bukan', 'korban', 'tutup', 'mata']",cari laki pantas banyak kaumlu laku pelecehankdrt bukan korban tutup mata
@syluste Kebanyakan sekarang tuh marriage is scary lengah dikit kdrt lengah dikit jadi ubi. Buat aku yang terlalu mencintai diri sendiri nggak mau membebani dengan hal kek gitu. Let it flow aja sih sambil berbenah diri sendiri dan ningkatin value diri ,negatif,kebanyakan sekarang tuh marriage is scary lengah dikit kdrt lengah dikit jadi ubi buat aku yang terlalu mencintai diri sendiri nggak mau membebani dengan hal kek gitu let it flow aja sih sambil berbenah diri sendiri dan ningkatin value diri,kebanyakan sekarang marriage is scary lengah sedikit kdrt lengah sedikit jadi ubi buat saya yang terlalu mencintai diri sendiri tidak mau membebani dengan hal seperti begitu let it flow saja sambil berbenah diri sendiri dan ningkatin value diri,"['kebanyakan', 'sekarang', 'marriage', 'is', 'scary', 'lengah', 'sedikit', 'kdrt', 'lengah', 'sedikit', 'jadi', 'ubi', 'buat', 'saya', 'yang', 'terlalu', 'mencintai', 'diri', 'sendiri', 'tidak', 'mau', 'membebani', 'dengan', 'hal', 'seperti', 'begitu', 'let', 'it', 'flow', 'saja', 'sambil', 'berbenah', 'diri', 'sendiri', 'dan', 'ningkatin', 'value', 'diri']","['kebanyakan', 'sekarang', 'marriage', 'is', 'scary', 'lengah', 'sedikit', 'kdrt', 'lengah', 'sedikit', 'jadi', 'ubi', 'buat', 'terlalu', 'mencintai', 'diri', 'sendiri', 'tidak', 'mau', 'membebani', 'let', 'it', 'flow', 'berbenah', 'diri', 'sendiri', 'ningkatin', 'value', 'diri']","['banyak', 'sekarang', 'marriage', 'is', 'scary', 'lengah', 'sedikit', 'kdrt', 'lengah', 'sedikit', 'ubi', 'buat', 'terlalu', 'cinta', 'diri', 'sendiri', 'tidak', 'beban', 'let', 'it', 'flow', 'benah', 'diri', 'sendiri', 'ningkatin', 'value', 'diri']",banyak sekarang marriage is scary lengah sedikit kdrt lengah sedikit ubi buat terlalu cinta diri sendiri tidak beban let it flow benah diri sendiri ningkatin value diri
gue kangen bgt sama suasana ini sebelum kdrt menyerang wkwk,negatif,gue kangen bgt sama suasana ini sebelum kdrt menyerang wkwk,saya kangen sangat sama suasana ini sebelum kdrt menyerang hahaha,"['saya', 'kangen', 'sangat', 'sama', 'suasana', 'ini', 'sebelum', 'kdrt', 'menyerang', 'hahaha']","['kangen', 'sangat', 'sama', 'suasana', 'kdrt', 'menyerang', 'hahaha']","['kangen', 'sangat', 'sama', 'suasana', 'kdrt', 'serang', 'hahaha']",kangen sangat sama suasana kdrt serang hahaha
dalam rangka ulang tahun shotaro aku donasi ke rumah bulan di bawah namanya untuk membantu mereka melindungi para korban KDRT serta pendampingan penyelesaian kasus mereka. mengetahui shotaro sangat menghargai manusia semoga semua manusia akan selalu mendapat ruang aman. ,positif,dalam rangka ulang tahun shotaro aku donasi ke rumah bulan di bawah namanya untuk membantu mereka melindungi para korban kdrt serta pendampingan penyelesaian kasus mereka mengetahui shotaro sangat menghargai manusia semoga semua manusia akan selalu mendapat ruang aman,dalam rangka ulang tahun shotaro saya donasi ke rumah bulan di bawah namanya untuk membantu mereka melindungi para korban kdrt serta pendampingan penyelesaian kasus mereka mengetahui shotaro sangat menghargai manusia semoga semua manusia akan selalu mendapat ruang aman,"['dalam', 'rangka', 'ulang', 'tahun', 'shotaro', 'saya', 'donasi', 'ke', 'rumah', 'bulan', 'di', 'bawah', 'namanya', 'untuk', 'membantu', 'mereka', 'melindungi', 'para', 'korban', 'kdrt', 'serta', 'pendampingan', 'penyelesaian', 'kasus', 'mereka', 'mengetahui', 'shotaro', 'sangat', 'menghargai', 'manusia', 'semoga', 'semua', 'manusia', 'akan', 'selalu', 'mendapat', 'ruang', 'aman']","['rangka', 'ulang', 'tahun', 'shotaro', 'donasi', 'rumah', 'bulan', 'bawah', 'namanya', 'membantu', 'melindungi', 'korban', 'kdrt', 'pendampingan', 'penyelesaian', 'kasus', 'mengetahui', 'shotaro', 'sangat', 'menghargai', 'manusia', 'semoga', 'semua', 'manusia', 'selalu', 'mendapat', 'ruang', 'aman']","['rangka', 'ulang', 'tahun', 'shotaro', 'donasi', 'rumah', 'bulan', 'bawah', 'nama', 'bantu', 'lindung', 'korban', 'kdrt', 'damping', 'selesai', 'kasus', 'tahu', 'shotaro', 'sangat', 'harga', 'manusia', 'semoga', 'semua', 'manusia', 'selalu', 'dapat', 'ruang', 'aman']",rangka ulang tahun shotaro donasi rumah bulan bawah nama bantu lindung korban kdrt damping selesai kasus tahu shotaro sangat harga manusia semoga semua manusia selalu dapat ruang aman
@ElulaVTuber Aamiin semoga kak eru dapet suami softspoken tidak tukang kdrt bertanggung jawab dan loyal Big hug kak eruuuu????,positif,aamiin semoga kak eru dapet suami softspoken tidak tukang kdrt bertanggung jawab dan loyal big hug kak eruu,aamiin semoga kak eru dapat suami softspoken tidak tukang kdrt bertanggung jawab dan loyal big hug kak eruu,"['aamiin', 'semoga', 'kak', 'eru', 'dapat', 'suami', 'softspoken', 'tidak', 'tukang', 'kdrt', 'bertanggung', 'jawab', 'dan', 'loyal', 'big', 'hug', 'kak', 'eruu']","['aamiin', 'semoga', 'kak', 'eru', 'suami', 'softspoken', 'tidak', 'tukang', 'kdrt', 'bertanggung', 'jawab', 'loyal', 'big', 'hug', 'kak', 'eruu']","['aamiin', 'semoga', 'eru', 'suami', 'softspoken', 'tidak', 'tukang', 'kdrt', 'tanggung', 'jawab', 'loyal', 'big', 'hug', 'eruu']",aamiin semoga eru suami softspoken tidak tukang kdrt tanggung jawab loyal big hug eruu
@nantihujan @bbyolanda___ Laki2 yg hobi judol sama kdrt mah emang rendah bang gausah direndahin juga udah rendah,negatif,laki yg hobi judol sama kdrt mah emang rendah bang gausah direndahin juga udah rendah,laki yang hobi judol sama kdrt memang rendah bang gausah direndahin juga sudah rendah,"['laki', 'yang', 'hobi', 'judol', 'sama', 'kdrt', 'memang', 'rendah', 'bang', 'gausah', 'direndahin', 'juga', 'sudah', 'rendah']","['laki', 'hobi', 'judol', 'sama', 'kdrt', 'memang', 'rendah', 'bang', 'gausah', 'direndahin', 'rendah']","['laki', 'hobi', 'judol', 'sama', 'kdrt', 'memang', 'rendah', 'bang', 'gausah', 'direndahin', 'rendah']",laki hobi judol sama kdrt memang rendah bang gausah direndahin rendah
betul mba demi kesetaraan gender saya akan membiarkan perilaku kdrt atau pemukulan perempuan di ruang publik secara sadar ,negatif,betul mba demi kesetaraan gender saya akan membiarkan perilaku kdrt atau pemukulan perempuan di ruang publik secara sadar,betul mba demi kesetaraan gender saya akan membiarkan perilaku kdrt atau pemukulan perempuan di ruang publik secara sadar,"['betul', 'mba', 'demi', 'kesetaraan', 'gender', 'saya', 'akan', 'membiarkan', 'perilaku', 'kdrt', 'atau', 'pemukulan', 'perempuan', 'di', 'ruang', 'publik', 'secara', 'sadar']","['betul', 'mba', 'kesetaraan', 'gender', 'membiarkan', 'perilaku', 'kdrt', 'pemukulan', 'perempuan', 'ruang', 'publik', 'sadar']","['betul', 'mba', 'tara', 'gender', 'biar', 'perilaku', 'kdrt', 'pukul', 'perempuan', 'ruang', 'publik', 'sadar']",betul mba tara gender biar perilaku kdrt pukul perempuan ruang publik sadar
Tuh twit yg aku bales masuk kategori kriminal semua. Bapak mu brengsek mantanmu cabul lelaki sekitarmu predator. Makanya statistiknya memang ada kek KDRT pemerkosaan dan pencabulan kebanyakan pelakunya laki2. Aku juga gak menyangkal ada perempuan tp sedikit sekali,negatif,tuh twit yg aku bales masuk kategori kriminal semua bapak mu brengsek mantanmu cabul lelaki sekitarmu predator makanya statistiknya memang ada kek kdrt pemerkosaan dan pencabulan kebanyakan pelakunya laki aku juga gak menyangkal ada perempuan tp sedikit sekali,twit yang saya bales masuk kategori kriminal semua bapak mu brengsek mantanmu cabul lelaki sekitarmu predator makanya statistiknya memang ada seperti kdrt pemerkosaan dan pencabulan kebanyakan pelakunya laki saya juga tidak menyangkal ada perempuan tetapi sedikit sekali,"['twit', 'yang', 'saya', 'bales', 'masuk', 'kategori', 'kriminal', 'semua', 'bapak', 'mu', 'brengsek', 'mantanmu', 'cabul', 'lelaki', 'sekitarmu', 'predator', 'makanya', 'statistiknya', 'memang', 'ada', 'seperti', 'kdrt', 'pemerkosaan', 'dan', 'pencabulan', 'kebanyakan', 'pelakunya', 'laki', 'saya', 'juga', 'tidak', 'menyangkal', 'ada', 'perempuan', 'tetapi', 'sedikit', 'sekali']","['twit', 'bales', 'masuk', 'kategori', 'kriminal', 'semua', 'bapak', 'mu', 'brengsek', 'mantanmu', 'cabul', 'lelaki', 'sekitarmu', 'predator', 'makanya', 'statistiknya', 'memang', 'kdrt', 'pemerkosaan', 'pencabulan', 'kebanyakan', 'pelakunya', 'laki', 'tidak', 'menyangkal', 'perempuan', 'sedikit', 'sekali']","['twit', 'bales', 'masuk', 'kategori', 'kriminal', 'semua', 'bapak', 'mu', 'brengsek', 'mantan', 'cabul', 'lelaki', 'sekitar', 'predator', 'makanya', 'statistik', 'memang', 'kdrt', 'perkosa', 'cabul', 'banyak', 'laku', 'laki', 'tidak', 'sangkal', 'perempuan', 'sedikit', 'sekali']",twit bales masuk kategori kriminal semua bapak mu brengsek mantan cabul lelaki sekitar predator makanya statistik memang kdrt perkosa cabul banyak laku laki tidak sangkal perempuan sedikit sekali
@qn860b3f Sangat bertolak belakang sama saya. Saya bakal maafin kesalahan kamu sekali (asal bukan kdrt kekerasan perselingkuhan sama fitnah). Tapi kalo diulang kedua kalinya langsung saya blokir dan hubungan saya anggap selesai. Saya cuma nganggep kamu debu,negatif,sangat bertolak belakang sama saya saya bakal maafin kesalahan kamu sekali asal bukan kdrt kekerasan perselingkuhan sama fitnah tapi kalo diulang kedua kalinya langsung saya blokir dan hubungan saya anggap selesai saya cuma nganggep kamu debu,sangat bertolak belakang sama saya saya akan maafin kesalahan kamu sekali asal bukan kdrt kekerasan perselingkuhan sama fitnah tetapi kalau diulang kedua kalinya langsung saya blokir dan hubungan saya anggap selesai saya cuma nganggep kamu debu,"['sangat', 'bertolak', 'belakang', 'sama', 'saya', 'saya', 'akan', 'maafin', 'kesalahan', 'kamu', 'sekali', 'asal', 'bukan', 'kdrt', 'kekerasan', 'perselingkuhan', 'sama', 'fitnah', 'tetapi', 'kalau', 'diulang', 'kedua', 'kalinya', 'langsung', 'saya', 'blokir', 'dan', 'hubungan', 'saya', 'anggap', 'selesai', 'saya', 'cuma', 'nganggep', 'kamu', 'debu']","['sangat', 'bertolak', 'belakang', 'sama', 'maafin', 'kesalahan', 'kamu', 'sekali', 'asal', 'bukan', 'kdrt', 'kekerasan', 'perselingkuhan', 'sama', 'fitnah', 'kalau', 'diulang', 'kedua', 'kalinya', 'langsung', 'blokir', 'hubungan', 'anggap', 'selesai', 'cuma', 'nganggep', 'kamu', 'debu']","['sangat', 'tolak', 'belakang', 'sama', 'maafin', 'salah', 'sekali', 'asal', 'bukan', 'kdrt', 'keras', 'selingkuh', 'sama', 'fitnah', 'ulang', 'dua', 'kali', 'langsung', 'blokir', 'hubung', 'anggap', 'selesai', 'nganggep', 'debu']",sangat tolak belakang sama maafin salah sekali asal bukan kdrt keras selingkuh sama fitnah ulang dua kali langsung blokir hubung anggap selesai nganggep debu
ngurusin adik² padahal aku aja masih berjuang biayain diriku sendiri. Adikku yang satu tunarungu. Aku tahu mereka butuh perhatian tapi kenapa tanggung jawab itu harus aku yang jalanin? Bukannya itu tanggung jawabnya dia ya sebagai AYAH?! Dia juga dulu sering banget KDRT ,negatif,ngurusin adik padahal aku aja masih berjuang biayain diriku sendiri adikku yang satu tunarungu aku tahu mereka butuh perhatian tapi kenapa tanggung jawab itu harus aku yang jalanin bukannya itu tanggung jawabnya dia ya sebagai ayah dia juga dulu sering banget kdrt,ngurusin adik padahal saya saja masih berjuang biayain diriku sendiri adikku yang satu tunarungu saya tahu mereka butuh perhatian tetapi mengapa tanggung jawab itu harus saya yang jalanin bukannya itu tanggung jawabnya dia ya sebagai ayah dia juga dulu sering banget kdrt,"['ngurusin', 'adik', 'padahal', 'saya', 'saja', 'masih', 'berjuang', 'biayain', 'diriku', 'sendiri', 'adikku', 'yang', 'satu', 'tunarungu', 'saya', 'tahu', 'mereka', 'butuh', 'perhatian', 'tetapi', 'mengapa', 'tanggung', 'jawab', 'itu', 'harus', 'saya', 'yang', 'jalanin', 'bukannya', 'itu', 'tanggung', 'jawabnya', 'dia', 'ya', 'sebagai', 'ayah', 'dia', 'juga', 'dulu', 'sering', 'banget', 'kdrt']","['ngurusin', 'adik', 'padahal', 'berjuang', 'biayain', 'diriku', 'sendiri', 'adikku', 'satu', 'tunarungu', 'tahu', 'butuh', 'perhatian', 'tanggung', 'jawab', 'jalanin', 'bukannya', 'tanggung', 'jawabnya', 'ayah', 'dulu', 'sering', 'banget', 'kdrt']","['ngurusin', 'adik', 'padahal', 'juang', 'biayain', 'diri', 'sendiri', 'adik', 'satu', 'tunarungu', 'tahu', 'butuh', 'perhati', 'tanggung', 'jawab', 'jalanin', 'bukan', 'tanggung', 'jawab', 'ayah', 'dulu', 'sering', 'banget', 'kdrt']",ngurusin adik padahal juang biayain diri sendiri adik satu tunarungu tahu butuh perhati tanggung jawab jalanin bukan tanggung jawab ayah dulu sering banget kdrt
padahal yang pengecut itu udah nikah masih gila perempuan judol kdrt ga bisa nafkahin keluarganya itu yang namanya PENGECUT .,negatif,padahal yang pengecut itu udah nikah masih gila perempuan judol kdrt ga bisa nafkahin keluarganya itu yang namanya pengecut,padahal yang pengecut itu sudah nikah masih gila perempuan judol kdrt tidak bisa nafkahin keluarganya itu yang namanya pengecut,"['padahal', 'yang', 'pengecut', 'itu', 'sudah', 'nikah', 'masih', 'gila', 'perempuan', 'judol', 'kdrt', 'tidak', 'bisa', 'nafkahin', 'keluarganya', 'itu', 'yang', 'namanya', 'pengecut']","['padahal', 'pengecut', 'nikah', 'gila', 'perempuan', 'judol', 'kdrt', 'tidak', 'nafkahin', 'keluarganya', 'namanya', 'pengecut']","['padahal', 'kecut', 'nikah', 'gila', 'perempuan', 'judol', 'kdrt', 'tidak', 'nafkahin', 'keluarga', 'nama', 'kecut']",padahal kecut nikah gila perempuan judol kdrt tidak nafkahin keluarga nama kecut
@jean_maraiss @menghanyurkan @merchyyyyluv Kalo gak salah. Ada para korban SA atau kdrt malah gak gitu ditanggapi kalau lapor. Atau disalahkan sama society (pake baju kebuka-atau lainnya. Padahal yang pake baju ketutup dari rambut sampai kaki masih di lecehkan). Pas ada yang dah meninggal baru deh.,negatif,kalo gak salah ada para korban sa atau kdrt malah gak gitu ditanggapi kalau lapor atau disalahkan sama society pake baju kebuka atau lainnya padahal yang pake baju ketutup dari rambut sampai kaki masih di lecehkan pas ada yang dah meninggal baru deh,kalau tidak salah ada para korban sa atau kdrt tidak begitu ditanggapi kalau lapor atau disalahkan sama society pakai baju kebuka atau lainnya padahal yang pakai baju ketutup dari rambut sampai kaki masih di lecehkan pas ada yang sudah meninggal baru,"['kalau', 'tidak', 'salah', 'ada', 'para', 'korban', 'sa', 'atau', 'kdrt', 'tidak', 'begitu', 'ditanggapi', 'kalau', 'lapor', 'atau', 'disalahkan', 'sama', 'society', 'pakai', 'baju', 'kebuka', 'atau', 'lainnya', 'padahal', 'yang', 'pakai', 'baju', 'ketutup', 'dari', 'rambut', 'sampai', 'kaki', 'masih', 'di', 'lecehkan', 'pas', 'ada', 'yang', 'sudah', 'meninggal', 'baru']","['kalau', 'tidak', 'salah', 'korban', 'sa', 'kdrt', 'tidak', 'ditanggapi', 'kalau', 'lapor', 'disalahkan', 'sama', 'society', 'pakai', 'baju', 'kebuka', 'lainnya', 'padahal', 'pakai', 'baju', 'ketutup', 'rambut', 'kaki', 'lecehkan', 'pas', 'meninggal', 'baru']","['tidak', 'salah', 'korban', 'sa', 'kdrt', 'tidak', 'tanggap', 'lapor', 'salah', 'sama', 'society', 'pakai', 'baju', 'buka', 'lain', 'padahal', 'pakai', 'baju', 'tutup', 'rambut', 'kaki', 'leceh', 'tinggal', 'baru']",tidak salah korban sa kdrt tidak tanggap lapor salah sama society pakai baju buka lain padahal pakai baju tutup rambut kaki leceh tinggal baru
